,날짜,요일,홈,방문,구장,관중수
312,2018/06/09,토,한화,SK,대전,13000
313,2018/06/09,토,KT,넥센,수원,10230
314,2018/06/10,일,삼성,LG,대구,13594
315,2018/06/10,일,두산,NC,잠실,14323
316,2018/06/10,일,한화,SK,대전,13000
317,2018/06/10,일,KT,넥센,수원,7186
318,2018/06/12,화,넥센,한화,고척,9527
319,2018/06/12,화,두산,KT,잠실,10412
320,2018/06/12,화,NC,LG,마산,5730
321,2018/06/12,화,KIA,SK,광주,16512
322,2018/06/12,화,롯데,삼성,사직,15541
323,2018/06/13,수,넥센,한화,고척,12756
324,2018/06/13,수,두산,KT,잠실,13845
325,2018/06/13,수,NC,LG,마산,4838
326,2018/06/13,수,KIA,SK,광주,16869
327,2018/06/13,수,롯데,삼성,사직,13592
328,2018/06/14,목,넥센,한화,고척,7656
329,2018/06/14,목,두산,KT,잠실,7513
330,2018/06/14,목,NC,LG,마산,4463
331,2018/06/14,목,KIA,SK,광주,10317
332,2018/06/14,목,롯데,삼성,사직,9318
333,2018/06/15,금,LG,KIA,잠실,23375
334,2018/06/15,금,NC,KT,마산,4418
335,2018/06/15,금,SK,롯데,문학,13204
336,2018/06/15,금,한화,두산,대전,13000
337,2018/06/15,금,넥센,삼성,고척,2676
338,2018/06/16,토,LG,KIA,잠실,25000
339,2018/06/16,토,NC,KT,마산,7503
340,2018/06/16,토,SK,롯데,문학,23047
341,2018/06/16,토,한화,두산,대전,13000
342,2018/06/16,토,넥센,삼성,고척,7827
343,2018/06/17,일,LG,KIA,잠실,23586
344,2018/06/17,일,NC,KT,마산,6596
345,2018/06/17,일,SK,롯데,문학,16403
346,2018/06/17,일,한화,두산,대전,13000
347,2018/06/17,일,넥센,삼성,고척,4089
348,2018/06/19,화,한화,LG,청주,10000
349,2018/06/19,화,KT,롯데,수원,6299
350,2018/06/19,화,삼성,SK,대구,4353
351,2018/06/19,화,두산,넥센,잠실,7323
352,2018/06/20,수,한화,LG,청주,10000
353,2018/06/20,수,KT,롯데,수원,6404
354,2018/06/20,수,KIA,NC,광주,7916
355,2018/06/20,수,삼성,SK,대구,6594
356,2018/06/20,수,두산,넥센,잠실,9056
357,2018/06/21,목,한화,LG,청주,10000
358,2018/06/21,목,KT,롯데,수원,7023
359,2018/06/21,목,KIA,NC,광주,17892
360,2018/06/21,목,삼성,SK,대구,6243
361,2018/06/21,목,두산,넥센,잠실,10145
362,2018/06/22,금,NC,한화,마산,7525
363,2018/06/22,금,넥센,KIA,고척,6788
364,2018/06/22,금,LG,롯데,잠실,21084
365,2018/06/22,금,삼성,두산,대구,12405
366,2018/06/22,금,KT,SK,수원,3797
367,2018/06/23,토,NC,한화,마산,9549
368,2018/06/23,토,넥센,KIA,고척,14811
369,2018/06/23,토,LG,롯데,잠실,24212
370,2018/06/23,토,삼성,두산,대구,15332
371,2018/06/23,토,KT,SK,수원,9673
372,2018/06/24,일,NC,한화,마산,6136
373,2018/06/24,일,넥센,KIA,고척,10227
374,2018/06/24,일,LG,롯데,잠실,20904
375,2018/06/24,일,삼성,두산,대구,10188
376,2018/06/24,일,KT,SK,수원,6468
377,2018/06/26,화,NC,두산,마산,2922
378,2018/06/26,화,한화,삼성,대전,7344
379,2018/06/26,화,롯데,넥센,사직,9507
380,2018/06/27,수,SK,KIA,문학,12404
381,2018/06/27,수,LG,KT,잠실,9004
382,2018/06/27,수,NC,두산,마산,2865
383,2018/06/27,수,한화,삼성,대전,8153
384,2018/06/27,수,롯데,넥센,사직,4264
385,2018/06/28,목,NC,두산,마산,2768
386,2018/06/28,목,한화,삼성,대전,9914
387,2018/06/28,목,롯데,넥센,사직,4510
388,2018/06/29,금,두산,KIA,잠실,23114
389,2018/06/29,금,SK,LG,문학,14054
390,2018/06/29,금,한화,롯데,대전,13000
391,2018/06/29,금,KT,NC,수원,3266
392,2018/06/29,금,삼성,넥센,대구,8020
393,2018/06/30,토,두산,KIA,잠실,24110
394,2018/06/30,토,SK,LG,문학,19024
395,2018/06/30,토,한화,롯데,대전,11891
396,2018/06/30,토,KT,NC,수원,4237
397,2018/07/01,일,삼성,넥센,대구,5015
398,2018/07/03,화,KIA,한화,광주,5484
399,2018/07/03,화,LG,NC,잠실,7034
400,2018/07/03,화,넥센,SK,고척,2635
401,2018/07/04,수,KIA,한화,광주,7287
402,2018/07/04,수,LG,NC,잠실,7343
403,2018/07/04,수,롯데,두산,사직,7750
404,2018/07/04,수,넥센,SK,고척,2305
405,2018/07/04,수,KT,삼성,수원,3320
406,2018/07/05,목,KIA,한화,광주,6923
407,2018/07/05,목,LG,NC,잠실,8125
408,2018/07/05,목,롯데,두산,사직,7896
409,2018/07/05,목,넥센,SK,고척,2876
410,2018/07/05,목,KT,삼성,수원,3189
411,2018/07/06,금,SK,한화,문학,18882
412,2018/07/06,금,롯데,KT,사직,10497
413,2018/07/06,금,KIA,LG,광주,10136
414,2018/07/06,금,넥센,NC,고척,1755
415,2018/07/06,금,두산,삼성,잠실,17262
416,2018/07/07,토,SK,한화,문학,25000
417,2018/07/07,토,롯데,KT,사직,22958
418,2018/07/07,토,KIA,LG,광주,19352
419,2018/07/07,토,넥센,NC,고척,4681
420,2018/07/07,토,두산,삼성,잠실,21138
421,2018/07/08,일,SK,한화,문학,23044
422,2018/07/08,일,롯데,KT,사직,11528
423,2018/07/08,일,KIA,LG,광주,15038
424,2018/07/08,일,넥센,NC,고척,2312
425,2018/07/08,일,두산,삼성,잠실,17144
426,2018/07/10,화,NC,KIA,마산,5089
427,2018/07/10,화,삼성,롯데,포항,8245
428,2018/07/10,화,KT,두산,수원,5030
429,2018/07/10,화,LG,SK,잠실,8445
430,2018/07/10,화,한화,넥센,대전,9776
431,2018/07/11,수,NC,KIA,마산,5631
432,2018/07/11,수,삼성,롯데,포항,8920
433,2018/07/11,수,KT,두산,수원,6249
434,2018/07/11,수,LG,SK,잠실,9417
435,2018/07/11,수,한화,넥센,대전,10007
436,2018/07/12,목,NC,KIA,마산,4761
437,2018/07/12,목,삼성,롯데,포항,8472
438,2018/07/12,목,KT,두산,수원,6306
439,2018/07/12,목,LG,SK,잠실,9947
440,2018/07/12,목,한화,넥센,대전,10741
441,2018/07/17,화,KT,한화,수원,9729
442,2018/07/17,화,넥센,LG,고척,5688
443,2018/07/17,화,두산,롯데,잠실,12122
444,2018/07/17,화,SK,NC,문학,5195
445,2018/07/17,화,KIA,삼성,광주,6685
446,2018/07/18,수,KT,한화,수원,9599
447,2018/07/18,수,넥센,LG,고척,5670
448,2018/07/18,수,두산,롯데,잠실,11707
449,2018/07/18,수,SK,NC,문학,6563
450,2018/07/18,수,KIA,삼성,광주,7058
451,2018/07/19,목,KT,한화,수원,9918
452,2018/07/19,목,넥센,LG,고척,6475
453,2018/07/19,목,두산,롯데,잠실,12265
454,2018/07/19,목,SK,NC,문학,6702
455,2018/07/19,목,KIA,삼성,광주,8834
456,2018/07/20,금,삼성,한화,대구,10101
457,2018/07/20,금,KIA,KT,광주,9487
458,2018/07/20,금,LG,두산,잠실,19800
459,2018/07/20,금,롯데,SK,사직,9293
460,2018/07/20,금,NC,넥센,마산,4577
461,2018/07/21,토,삼성,한화,대구,12101
462,2018/07/21,토,KIA,KT,광주,13177
463,2018/07/21,토,LG,두산,잠실,22550
464,2018/07/21,토,롯데,SK,사직,15371
465,2018/07/21,토,NC,넥센,마산,7048
466,2018/07/22,일,삼성,한화,대구,8146
467,2018/07/22,일,KIA,KT,광주,8018
468,2018/07/22,일,LG,두산,잠실,18463
469,2018/07/22,일,롯데,SK,사직,7609
470,2018/07/22,일,NC,넥센,마산,4381
471,2018/07/24,화,한화,KIA,대전,9604
472,2018/07/24,화,넥센,KT,고척,1515
473,2018/07/24,화,롯데,NC,사직,7559
474,2018/07/24,화,SK,두산,문학,15433
475,2018/07/24,화,LG,삼성,잠실,9393
476,2018/07/25,수,한화,KIA,대전,9281
477,2018/07/25,수,넥센,KT,고척,1600
478,2018/07/25,수,롯데,NC,사직,7318
479,2018/07/25,수,SK,두산,문학,13068
480,2018/07/25,수,LG,삼성,잠실,8849
481,2018/07/26,목,한화,KIA,대전,9397
482,2018/07/26,목,넥센,KT,고척,1637
483,2018/07/26,목,롯데,NC,사직,7177
484,2018/07/26,목,SK,두산,문학,13499
485,2018/07/26,목,LG,삼성,잠실,9415
486,2018/07/27,금,두산,한화,잠실,19023
487,2018/07/27,금,삼성,KIA,대구,5293
488,2018/07/27,금,KT,LG,수원,7188
489,2018/07/27,금,넥센,롯데,고척,4148
490,2018/07/27,금,NC,SK,마산,4187
491,2018/07/28,토,두산,한화,잠실,22202
492,2018/07/28,토,삼성,KIA,대구,14121
493,2018/07/28,토,KT,LG,수원,13230
494,2018/07/28,토,넥센,롯데,고척,9386
495,2018/07/28,토,NC,SK,마산,6103
496,2018/07/29,일,두산,한화,잠실,21084
497,2018/07/29,일,삼성,KIA,대구,10631
498,2018/07/29,일,KT,LG,수원,9079
499,2018/07/29,일,넥센,롯데,고척,7354
500,2018/07/29,일,NC,SK,마산,4263
501,2018/07/31,화,한화,KT,대전,8013
502,2018/07/31,화,두산,LG,잠실,13107
503,2018/07/31,화,KIA,롯데,광주,8508
504,2018/07/31,화,삼성,NC,대구,9057
505,2018/07/31,화,SK,넥센,문학,6049
506,2018/08/01,수,한화,KT,대전,7896
507,2018/08/01,수,두산,LG,잠실,12145
508,2018/08/01,수,KIA,롯데,광주,7018
509,2018/08/01,수,삼성,NC,대구,8519
510,2018/08/01,수,SK,넥센,문학,5976
511,2018/08/02,목,한화,KT,대전,8425
512,2018/08/02,목,두산,LG,잠실,13304
513,2018/08/02,목,KIA,롯데,광주,8398
514,2018/08/02,목,삼성,NC,대구,9486
515,2018/08/02,목,SK,넥센,문학,6948
516,2018/08/04,토,한화,NC,대전,12154
517,2018/08/04,토,KIA,두산,광주,12219
518,2018/08/04,토,LG,SK,잠실,12070
519,2018/08/04,토,롯데,삼성,사직,21694
520,2018/08/04,토,KT,넥센,수원,7073
521,2018/08/05,일,한화,NC,대전,8618
522,2018/08/05,일,KIA,두산,광주,8281
523,2018/08/05,일,LG,SK,잠실,8689
524,2018/08/05,일,롯데,삼성,사직,10813
525,2018/08/05,일,KT,넥센,수원,5249
526,2018/08/07,화,두산,한화,잠실,13184
527,2018/08/07,화,넥센,KIA,고척,10520
528,2018/08/07,화,NC,KT,마산,4936
529,2018/08/07,화,롯데,LG,울산,6036
530,2018/08/07,화,SK,삼성,문학,7135
531,2018/08/08,수,두산,한화,잠실,14047
532,2018/08/08,수,넥센,KIA,고척,10312
533,2018/08/08,수,NC,KT,마산,4382
534,2018/08/08,수,롯데,LG,울산,12038
535,2018/08/08,수,SK,삼성,문학,7160
536,2018/08/09,목,KIA,롯데,광주,6026
537,2018/08/09,목,KT,두산,수원,6566
538,2018/08/09,목,NC,SK,마산,4315
539,2018/08/09,목,LG,삼성,잠실,10007
540,2018/08/09,목,한화,넥센,청주,9485
541,2018/08/10,금,KT,두산,수원,8117
542,2018/08/10,금,NC,SK,마산,5867
543,2018/08/10,금,LG,삼성,잠실,12706
544,2018/08/10,금,한화,넥센,청주,9813
545,2018/08/11,토,SK,KIA,문학,24379
546,2018/08/11,토,한화,KT,대전,11528
547,2018/08/11,토,넥센,LG,고척,12771
548,2018/08/11,토,두산,롯데,잠실,18426
549,2018/08/11,토,삼성,NC,대구,18533
550,2018/08/12,일,SK,KIA,문학,18378
551,2018/08/12,일,한화,KT,대전,9827
552,2018/08/12,일,넥센,LG,고척,9279
553,2018/08/12,일,두산,롯데,잠실,14175
554,2018/08/12,일,삼성,NC,대구,12603
555,2018/08/14,화,롯데,한화,사직,16346
556,2018/08/14,화,KIA,LG,광주,10131
557,2018/08/14,화,KT,NC,수원,4364
558,2018/08/14,화,두산,SK,잠실,11132
559,2018/08/14,화,삼성,넥센,대구,11146
560,2018/08/15,수,KIA,LG,광주,11520
561,2018/08/15,수,KT,NC,수원,6752
562,2018/08/15,수,두산,SK,잠실,12244
563,2018/08/15,수,삼성,넥센,대구,12048
564,2018/08/16,목,삼성,한화,대구,6809
565,2018/08/16,목,롯데,KIA,사직,10800
566,2018/08/16,목,SK,LG,문학,8388
567,2018/08/16,목,KT,NC,수원,3359
568,2018/08/16,목,두산,넥센,잠실,9168
569,2018/09/04,화,두산,KIA,잠실,14603
570,2018/09/04,화,KT,LG,수원,4287
571,2018/09/04,화,한화,롯데,대전,7285
572,2018/09/04,화,NC,삼성,마산,4258
573,2018/09/04,화,SK,넥센,문학,5002
574,2018/09/05,수,두산,KIA,잠실,17191
575,2018/09/05,수,KT,LG,수원,4251
576,2018/09/05,수,한화,롯데,대전,7911
577,2018/09/05,수,NC,삼성,마산,5132
578,2018/09/05,수,SK,넥센,문학,5241
579,2018/09/06,목,KT,한화,수원,7268
580,2018/09/06,목,LG,NC,잠실,6944
581,2018/09/06,목,삼성,두산,대구,6517
582,2018/09/06,목,롯데,SK,울산,4668
583,2018/09/06,목,KIA,넥센,광주,6397
584,2018/09/07,금,KT,한화,수원,9936
585,2018/09/07,금,LG,NC,잠실,7917
586,2018/09/07,금,삼성,두산,대구,11078
587,2018/09/07,금,롯데,SK,울산,4240
588,2018/09/07,금,KIA,넥센,광주,6771
589,2018/09/08,토,LG,한화,잠실,22908
590,2018/09/08,토,넥센,KT,고척,3093
591,2018/09/08,토,NC,롯데,마산,8637
592,2018/09/08,토,SK,두산,문학,24084
593,2018/09/08,토,KIA,삼성,광주,13796
594,2018/09/09,일,LG,한화,잠실,19286
595,2018/09/09,일,넥센,KT,고척,2473
596,2018/09/09,일,NC,롯데,마산,8091
597,2018/09/09,일,SK,두산,문학,20498
598,2018/09/09,일,KIA,삼성,광주,11352
599,2018/09/11,화,삼성,한화,대구,6141
600,2018/09/11,화,NC,KIA,마산,4077
601,2018/09/11,화,SK,KT,문학,4993
602,2018/09/11,화,롯데,두산,사직,8990
603,2018/09/11,화,LG,넥센,잠실,8386
604,2018/09/12,수,삼성,한화,대구,8679
605,2018/09/12,수,NC,KIA,마산,4086
606,2018/09/12,수,SK,KT,문학,4254
607,2018/09/12,수,롯데,두산,사직,7021
608,2018/09/12,수,LG,넥센,잠실,8463
609,2018/09/13,목,두산,KT,잠실,9214
610,2018/09/13,목,삼성,LG,대구,8104
611,2018/09/13,목,한화,SK,청주,9454
612,2018/09/14,금,롯데,KIA,사직,5231
613,2018/09/14,금,두산,KT,잠실,10124
614,2018/09/14,금,삼성,LG,대구,5528
615,2018/09/14,금,한화,SK,청주,8381
616,2018/09/14,금,NC,넥센,마산,3107
617,2018/09/15,토,한화,LG,대전,12715
618,2018/09/15,토,두산,NC,잠실,16558
619,2018/09/15,토,KIA,SK,광주,11480
620,2018/09/15,토,KT,삼성,수원,11724
621,2018/09/15,토,롯데,넥센,사직,25000
622,2018/09/16,일,한화,LG,대전,12012
623,2018/09/16,일,두산,NC,잠실,13214
624,2018/09/16,일,KIA,SK,광주,8306
625,2018/09/16,일,KT,삼성,수원,12100
626,2018/09/16,일,롯데,넥센,사직,9061
627,2018/09/18,화,NC,한화,마산,4434
628,2018/09/18,화,삼성,KIA,대구,5733
629,2018/09/18,화,LG,롯데,잠실,11101
630,2018/09/18,화,넥센,두산,고척,4743
631,2018/09/18,화,KT,SK,수원,4050
632,2018/09/19,수,NC,한화,마산,4556
633,2018/09/19,수,삼성,KIA,대구,9067
634,2018/09/19,수,LG,롯데,잠실,10126
635,2018/09/19,수,넥센,두산,고척,4470
636,2018/09/19,수,KT,SK,수원,3910
637,2018/09/20,목,SK,한화,문학,12160
638,2018/09/20,목,롯데,KT,사직,3709
639,2018/09/20,목,KIA,NC,광주,8293
640,2018/09/20,목,LG,두산,잠실,12019
641,2018/09/20,목,넥센,삼성,고척,2793
642,2018/09/21,금,SK,한화,문학,17156
643,2018/09/21,금,KIA,NC,광주,10114
644,2018/09/21,금,LG,두산,잠실,17031
645,2018/09/21,금,넥센,삼성,고척,3013
646,2018/09/22,토,한화,KIA,대전,13000
647,2018/09/22,토,LG,KT,잠실,13314
648,2018/09/22,토,삼성,롯데,대구,18461
649,2018/09/22,토,NC,두산,마산,8182
650,2018/09/22,토,넥센,SK,고척,5426
651,2018/09/23,일,한화,KIA,대전,10120
652,2018/09/23,일,LG,KT,잠실,9444
653,2018/09/23,일,삼성,롯데,대구,12835
654,2018/09/23,일,NC,두산,마산,6035
655,2018/09/23,일,넥센,SK,고척,3549
656,2018/09/25,화,KT,KIA,수원,20006
657,2018/09/25,화,SK,LG,문학,22655
658,2018/09/25,화,롯데,NC,사직,13850
659,2018/09/25,화,한화,삼성,대전,13000
660,2018/09/25,화,두산,넥센,잠실,24553
661,2018/09/26,수,KT,KIA,수원,20226
662,2018/09/26,수,SK,LG,문학,19974
663,2018/09/26,수,롯데,NC,사직,10253
664,2018/09/26,수,한화,삼성,대전,11637
665,2018/09/26,수,두산,넥센,잠실,15232
666,2018/09/27,목,LG,KIA,잠실,17937
667,2018/09/27,목,삼성,KT,대구,5792
668,2018/09/27,목,넥센,롯데,고척,3383
669,2018/09/27,목,SK,NC,문학,7398
670,2018/09/27,목,한화,두산,대전,8109
671,2018/09/28,금,LG,KIA,잠실,21766
672,2018/09/28,금,삼성,KT,대구,9683
673,2018/09/28,금,넥센,롯데,고척,3659
674,2018/09/28,금,SK,NC,문학,6746
675,2018/09/28,금,한화,두산,대전,10705
676,2018/09/29,토,KIA,한화,광주,17812
677,2018/09/29,토,두산,LG,잠실,24183
678,2018/09/29,토,KT,롯데,수원,14290
679,2018/09/29,토,넥센,NC,고척,3603
680,2018/09/29,토,삼성,SK,대구,18220
681,2018/09/30,일,KIA,한화,광주,16137
682,2018/09/30,일,두산,LG,잠실,19274
683,2018/09/30,일,KT,롯데,수원,11983
684,2018/09/30,일,넥센,NC,고척,4542
685,2018/09/30,일,삼성,SK,대구,14651
686,2018/10/02,화,LG,KT,잠실,5512
687,2018/10/02,화,SK,롯데,문학,13782
688,2018/10/02,화,KIA,NC,광주,8886
689,2018/10/03,수,삼성,KIA,대구,19432
690,2018/10/03,수,LG,KT,잠실,11896
691,2018/10/03,수,한화,롯데,대전,13000
692,2018/10/04,목,SK,KIA,문학,13556
693,2018/10/04,목,한화,롯데,대전,9555
694,2018/10/06,토,롯데,한화,사직,9449
695,2018/10/06,토,SK,KIA,문학,9241
696,2018/10/06,토,SK,KIA,문학,22002
697,2018/10/06,토,두산,LG,잠실,19891
698,2018/10/06,토,KT,삼성,수원,8291
699,2018/10/06,토,NC,넥센,마산,5297
700,2018/10/07,일,두산,KIA,잠실,25000
701,2018/10/07,일,NC,롯데,마산,11000
702,2018/10/09,화,KT,한화,수원,20512
703,2018/10/09,화,롯데,KIA,사직,25000
704,2018/10/09,화,SK,삼성,문학,22031
705,2018/10/10,수,KIA,한화,광주,6133
706,2018/10/10,수,롯데,KT,사직,4793
707,2018/10/10,수,롯데,KT,사직,11528
708,2018/10/10,수,두산,SK,잠실,11126
709,2018/10/11,목,KIA,롯데,광주,7745
710,2018/10/11,목,두산,SK,잠실,10987
711,2018/10/12,금,KIA,롯데,광주,12318
712,2018/10/12,금,두산,NC,잠실,10914
713,2018/10/12,금,KT,넥센,수원,10268
714,2018/10/13,토,두산,KT,잠실,18528
715,2018/10/13,토,SK,LG,문학,22399
716,2018/10/13,토,KIA,롯데,광주,15640
717,2018/10/13,토,한화,NC,대전,13000
718,2018/10/13,토,삼성,넥센,대구,24000
719,2018/10/14,일,롯데,두산,사직,6414
720,"경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742","경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742","경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742","경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742","경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742","경기수 : 720 경기평균 : 11,214 경기 합계 : 8,073,742"
